Time (s),Engine RPM,Calculated Load %,MAF g/s,Throttle %,AFR,Commanded AFR,STFT %,LTFT %,Ignition Timing,Knock Count,Intake Air Temp C
58.3,5654.0,82.2,194.3,76.8,12.49,12.5,1.4,-1.6,23.7,2,52.0
58.4,6439.0,80.5,215.9,85.7,12.27,12.5,1.6,5.1,21.6,2,52.1
58.5,6323.0,80.5,211.7,76.7,12.4,12.5,2.5,4.4,21.9,0,52.7
58.6,5721.0,73.8,175.0,80.3,12.33,12.5,-1.0,2.3,22.9,0,51.2
58.7,6638.0,88.0,243.2,96.3,12.72,12.5,2.0,-0.1,19.7,2,52.7
58.8,5650.0,82.6,196.3,89.3,12.35,12.5,-3.7,3.8,21.0,1,52.5
58.9,6304.0,87.1,228.7,88.8,12.31,12.5,2.6,1.0,20.2,2,50.5
59.0,5838.0,76.6,185.1,73.0,12.54,12.5,-0.1,2.8,22.8,0,54.0
59.1,6433.0,93.2,250.0,98.9,12.75,12.5,-0.0,0.1,19.5,1,53.7
59.2,5760.0,76.1,182.1,79.2,12.48,12.5,-4.1,5.3,23.2,2,51.4
59.3,5785.0,68.8,166.2,75.4,12.49,12.5,-0.8,-0.2,25.5,0,51.1
59.4,6210.0,74.1,191.2,72.3,12.69,12.5,2.7,2.1,23.5,1,52.4
59.5,6790.0,88.1,250.0,80.3,12.63,12.5,-0.9,-1.2,20.2,2,50.7
59.6,6034.0,83.8,210.1,92.2,12.56,12.5,1.4,1.9,20.8,0,53.5
59.7,6409.0,77.5,208.4,82.8,12.41,12.5,0.1,1.4,23.6,1,51.7
59.8,6321.0,87.0,228.1,82.2,12.57,12.5,2.1,3.7,20.6,1,53.7
59.9,6685.0,85.0,236.4,88.8,12.3,12.5,0.4,1.4,20.6,2,51.3
