Time (s),Engine RPM,Calculated Load %,MAF g/s,Throttle %,AFR,Commanded AFR,STFT %,LTFT %,Ignition Timing,Knock Count,Intake Air Temp C
58.1,6057.0,72.3,181.7,75.9,12.35,12.5,1.6,1.5,20.8,0,43.9
58.2,5637.0,65.9,154.1,60.2,12.55,12.5,-0.1,2.7,20.7,0,43.6
58.3,5958.0,72.3,179.9,73.7,12.48,12.5,-0.5,1.3,20.1,0,46.0
58.4,6514.0,80.0,216.7,84.1,13.02,12.5,-0.2,1.3,18.3,0,45.6
58.5,6235.0,92.6,241.4,90.0,12.54,12.5,-0.2,1.2,14.7,0,44.3
58.6,5781.0,75.0,180.0,67.7,12.44,12.5,-0.2,-2.0,19.6,0,44.0
58.7,5966.0,92.1,228.2,93.8,12.71,12.5,-0.4,0.9,14.7,0,44.1
58.8,5828.0,69.6,168.4,76.5,12.22,12.5,0.5,-0.0,19.9,0,44.5
58.9,5668.0,79.1,186.3,75.3,12.51,12.5,1.5,-0.8,19.8,0,45.8
59.0,6637.0,89.2,247.7,83.6,12.8,12.5,-2.5,3.2,16.8,0,44.6
59.1,6146.0,80.3,206.4,74.3,12.48,12.5,-2.1,1.8,17.2,0,44.9
59.2,6012.0,90.1,227.3,91.1,12.24,12.5,-3.5,1.0,16.1,0,45.4
59.3,6337.0,98.0,250.0,99.9,12.44,12.5,1.7,0.2,12.8,0,43.0
59.4,5719.0,85.0,201.5,90.0,12.72,12.5,0.5,1.4,15.6,0,44.9
59.5,6023.0,73.6,184.8,77.4,12.56,12.5,1.0,2.5,20.6,0,43.9
59.6,6493.0,81.0,217.8,87.3,12.37,12.5,-2.9,-0.2,16.1,0,41.6
59.7,6432.0,91.5,244.5,97.1,12.4,12.5,3.6,1.0,16.0,0,42.0
59.8,6822.0,87.5,248.1,83.1,12.42,12.5,-1.2,2.3,15.9,0,43.1
59.9,6444.0,93.8,250.0,94.8,12.55,12.5,0.3,-1.9,14.3,0,44.6
