Time (s),Engine RPM,Calculated Load %,MAF g/s,Throttle %,AFR,Commanded AFR,STFT %,LTFT %,Ignition Timing,Knock Count,Intake Air Temp C
56.6,5440.0,66.7,109.7,68.3,10.08,11.8,-7.5,-14.7,18.6,0,37.6
56.7,5177.0,61.6,104.5,57.2,9.6,11.8,-4.4,-11.8,19.4,0,39.7
56.8,5252.0,56.3,109.3,57.1,10.02,11.8,-8.2,-14.0,21.0,0,40.4
56.9,5144.0,67.7,102.0,67.5,10.11,11.8,-3.6,-11.9,17.6,0,44.6
57.0,5204.0,60.7,108.9,64.3,10.08,11.8,-5.7,-13.1,20.2,0,41.3
57.1,5433.0,63.6,110.0,62.0,10.1,11.8,-10.0,-13.6,18.1,0,40.5
57.2,5455.0,62.8,112.8,62.1,9.99,11.8,-6.5,-14.1,19.5,0,39.4
57.3,5131.0,58.4,111.2,61.6,9.88,11.8,-5.0,-14.7,19.1,0,39.8
57.4,5204.0,67.4,106.5,67.1,9.75,11.8,-6.4,-13.9,17.6,0,43.9
57.5,5240.0,67.2,111.6,63.9,9.43,11.8,-4.9,-12.9,20.4,0,40.0
57.6,5308.0,64.2,102.1,71.9,9.98,11.8,-7.3,-14.0,19.4,0,38.8
57.7,5015.0,58.6,101.4,55.3,9.95,11.8,-8.0,-14.4,20.4,0,38.3
57.8,5020.0,61.5,103.5,61.3,10.04,11.8,-6.1,-14.3,17.7,0,38.3
57.9,5257.0,62.1,115.9,63.2,9.57,11.8,-6.0,-12.8,19.0,0,35.8
58.0,4949.0,57.5,94.0,58.3,10.06,11.8,-6.5,-12.5,20.9,0,37.7
58.1,5113.0,61.5,104.9,60.9,10.41,11.8,-4.2,-14.8,19.9,0,44.5
58.2,5168.0,59.0,112.2,58.5,9.92,11.8,-7.3,-14.8,18.0,0,39.4
58.3,5180.0,62.0,103.5,61.2,9.88,11.8,-5.5,-13.5,19.9,0,42.1
58.4,5094.0,60.7,104.0,57.4,9.98,11.8,-5.9,-12.2,20.2,0,32.6
58.5,5046.0,61.8,105.2,68.2,10.41,11.8,-8.3,-12.6,21.0,0,41.7
58.6,5170.0,58.3,107.2,57.7,9.64,11.8,-8.0,-15.5,19.6,0,39.5
58.7,5080.0,62.6,110.9,64.4,9.95,11.8,-6.0,-14.3,17.3,0,38.6
58.8,4945.0,54.5,103.6,53.5,9.7,11.8,-3.0,-15.1,19.9,0,40.5
58.9,5002.0,56.6,108.3,55.5,9.76,11.8,-5.1,-14.3,19.5,0,38.5
59.0,5018.0,56.9,101.9,55.6,9.89,11.8,-8.6,-12.1,21.2,0,33.6
59.1,5152.0,56.3,103.1,51.7,10.24,11.8,-10.7,-15.7,17.9,0,42.8
59.2,5013.0,63.0,102.3,62.6,10.35,11.8,-4.9,-15.9,19.0,0,40.7
59.3,5036.0,55.4,99.1,54.2,10.01,11.8,-6.1,-15.0,22.2,0,39.1
59.4,4788.0,53.5,100.5,57.1,9.81,11.8,-4.3,-13.7,21.1,0,37.1
59.5,4769.0,61.1,96.6,57.5,10.52,11.8,-7.3,-13.3,20.7,0,35.6
59.6,4773.0,53.9,95.6,52.1,9.79,11.8,-5.5,-13.5,19.4,0,40.7
59.7,4752.0,55.2,99.8,52.5,9.76,11.8,-4.7,-12.6,19.2,0,44.8
59.8,4616.0,50.3,90.5,54.6,9.46,11.8,-6.7,-16.1,23.1,0,40.6
59.9,4856.0,60.5,103.1,57.9,10.25,11.8,-6.6,-12.6,20.0,0,35.9
