Procede Data Log
OpenFlash Data File 1
14
Time[s],RPM,Throttle,MAF Volt.,Ignition Adv.,AFR,STFT,LTFT,FLKC,Command AFR,Fuel Sys. Status,Wideband AFR,MAF,O2S2 Volt,A/F Sensor V
57.08,2450,17.76,2.6,10,11.48,-6.25,28.91,0,12.82,2,18,33.85,0,1.35
57.18,2462.25,17.58,2.6,11,12.75,-15.62,28.91,0,14.12,2,18,32.65,0,1.39
57.28,2460.5,18.25,2.63,11,14.13,-14.84,28.91,0,14.24,2,18,33.9,0,1.86
57.38,2476.25,18.42,2.64,11.5,14.7,-14.06,28.91,0,14.24,2,18,34.62,0,2.1
57.48,2487.75,18.37,2.62,11.5,14.81,-12.5,28.91,0,14.24,2,18,34.84,0,2.22
57.58,2489.75,18.13,2.61,11.5,14.36,-10.94,28.91,0,14.24,2,18,33.96,0,2.21
57.68,2486,17.89,2.6,11.5,14.13,-11.72,28.91,0,14.24,2,18,33.63,0,2.15
57.78,2481.75,17.93,2.6,11.5,14.36,-10.94,28.91,0,14.35,2,18,33.57,0,2.04
57.88,2488.5,17.89,2.62,11.5,14.24,-9.38,28.91,0,14.35,2,18,34.45,0,2.13
57.98,2492.5,17.51,2.6,11.5,14.36,-9.38,28.91,0,14.35,2,18,33.85,0,2.02
58.09,2458.25,17.44,2.59,11.5,13.78,-9.38,28.91,0,14.35,2,18,32.96,0,2.14
58.19,2383.75,17.8,2.59,12,13.9,-10.16,28.91,0,14.35,2,18,32.56,0,2.13
58.30,2338.25,18.1,2.54,11,14.47,-8.59,28.12,0,14.35,2,18,31.54,0,2.18
58.41,2269,18.21,2.53,10.5,14.36,-7.03,27.34,0,14.35,2,18,30.82,0,2.11
58.51,2223.5,18.39,2.49,10,15.16,-5.47,26.56,0,14.35,2,18,29.62,0,2.2
58.61,2193.25,18.43,2.48,10,15.27,-1.56,26.56,0,14.35,2,18,29.03,0,2.22
58.71,2175.75,17.74,2.43,10.5,15.16,3.12,25.78,0,14.35,2,18,27.46,0,2.28
58.82,2173,17.77,2.46,10.5,14.59,3.91,25.78,0,14.35,2,18,27.24,0,2.21
58.93,2172.25,17.96,2.49,10.5,14.93,5.47,25,0,14.47,2,18,29.17,0,2.24
59.04,2172.25,17.68,2.47,11,14.93,7.03,25,0,14.35,2,18,27.9,0,2.21
59.14,2195.75,18.3,2.48,11,13.78,8.59,25,0,14.47,2,18,28.39,0,2.14
59.24,2186.75,18.42,2.47,10.5,14.01,7.81,24.22,0,14.35,2,18,29.17,0,2.05
59.34,2191.5,17.76,2.46,11,14.36,7.81,22.66,0,14.35,2,18,28.44,0,2.14
59.45,2190,17.9,2.48,11,13.9,8.59,22.66,0,14.47,2,18,28.66,0,2.13
59.55,2201.5,17.32,2.47,11,14.59,10.16,22.66,0,14.47,2,18,29.58,0,2.13
59.65,2201.75,15.69,2.41,11,14.59,10.94,22.66,0,14.47,2,18,27.2,0,2.19
59.76,2204.5,15.57,2.41,11.5,13.78,11.72,22.66,0,14.47,2,18,26.68,0,2.17
59.86,2206.75,14.44,2.38,12,13.67,10.16,22.66,0,14.47,2,18,26.25,0,1.95
59.96,2210.25,14.01,2.37,12.5,13.67,8.59,22.66,0,14.59,2,18,24.7,0,2.02
60.06,2218.25,15.17,2.42,13,13.67,7.81,22.66,0,14.59,2,18,25.83,0,2.02
60.16,2218.25,14.84,2.41,12.5,14.7,7.03,22.66,0,14.59,2,18,26.8,0,2.15
60.27,2220.25,14.76,2.41,12.5,14.7,7.81,22.66,0,14.59,2,18,26.17,0,2.19
60.37,2227,13.71,2.38,12.5,14.36,8.59,22.66,0,14.59,2,18,26.29,0,2.19
60.48,2215,12.1,2.33,13,14.47,8.59,22.66,0,14.59,2,18,24.61,0,2.13
60.58,2225.5,11.53,2.31,17.5,13.44,6.25,22.66,0,14.71,2,18,23.05,0,1.98
60.68,2226,11.08,2.3,19.5,13.32,4.69,22.66,0,14.82,2,18,23.64,0,1.97
60.78,2227.5,7.56,2.21,23,13.09,1.56,22.66,0,14.82,2,18,20.02,0,1.9
60.88,2226.5,7.77,2.11,28,13.78,0,23.44,0,14.94,2,18,17.48,0,1.95
60.98,2230.75,7.77,2.14,29,13.67,-1.56,23.44,0,14.94,2,18,17.78,0,2.02
61.08,2236.75,7.77,2.14,30,13.78,-3.12,24.22,0,14.94,2,18,17.68,0,2.06
61.19,2236.5,7.62,2.14,30.5,13.78,-3.91,25,0,14.94,2,18,17.55,0,2.06
61.30,2234.25,7.16,2.1,31,14.36,-4.69,25.78,0,14.94,2,18,16.92,0,2.11
61.41,2233,7.08,2.08,31.5,14.81,-4.69,25.78,0,14.94,2,18,16.37,0,2.18
61.51,2236.5,8.71,2.19,32,14.13,-5.47,26.56,0,14.94,2,18,17.18,0,2.13
61.61,2257.5,10.19,2.29,31,14.36,-6.25,26.56,0,14.94,2,18,19.56,0,2.14
61.71,2274.25,10.48,2.3,30,14.7,-5.47,26.56,0,14.94,2,18,22.97,0,2.19
61.81,2300.5,10.43,2.3,28,14.7,-4.69,25.78,0,14.94,2,18,22.93,0,2.2
61.91,2299.25,10.46,2.29,27,15.04,-5.47,25.78,0,14.94,2,18,22.16,0,2.29
62.01,2301.5,10.03,2.26,26.5,15.39,-2.34,25.78,0,14.94,2,18,21.93,0,2.31
62.12,2239,8.35,2.18,25.5,14.7,-1.56,25,0,14.94,2,18,21.55,0,2.2
62.22,2123.25,7.74,2.13,25.5,14.24,-3.12,25.78,0,14.94,2,18,18.93,0,2.14
62.33,1938,8.22,2.13,25.5,14.93,-3.12,25.78,0,14.94,2,18,17.09,0,2.14
62.43,1944.5,8.46,2.17,25.5,15.04,-2.34,26.56,0,14.94,2,18,18.45,0,2.25
62.53,1941.5,8.11,2.12,24.5,15.73,0,26.56,0,14.94,2,18,17.42,0,2.28
62.64,1969.5,7.71,2.1,25.5,15.27,3.12,27.34,0,14.94,2,18,17.35,0,2.32
62.75,1963.25,7.46,2.08,26,14.93,3.12,28.12,0,14.94,2,18,16.24,0,2.26
62.86,1949.25,7.51,2.08,26.5,14.13,2.34,28.12,0,14.94,2,18,16.11,0,2.14
62.96,1945.5,7.41,2.07,27,14.13,1.56,28.12,0,14.94,2,18,16.37,0,2.15
63.06,1945.5,7.19,2.06,27,14.47,0.78,28.91,0,14.94,2,18,16.08,0,2.15
63.17,1941.25,7.13,2.07,27.5,14.13,0.78,28.91,0,14.94,2,18,15.96,0,2.17
63.28,1941.5,7.09,2.05,27.5,14.7,0,30.47,0,14.94,2,18,15.74,0,2.17
63.38,1932.75,7.01,2.05,28,14.01,-0.78,30.47,0,14.94,2,18,15.46,0,2.09
63.48,1901.25,7.19,2.05,27.5,14.59,0,30.47,0,14.94,2,18,15.52,0,2.17
63.58,1875.5,7.26,2.05,27,14.13,-0.78,30.47,0,14.94,2,18,15.86,0,2.13
63.69,1855.5,7.32,2.05,27,15.04,-1.56,30.47,0,14.94,2,18,15.61,0,2.11
63.80,1854.5,8.81,2.14,26,14.81,0.78,30.47,0,14.94,2,18,17.98,0,2.23
63.90,1849.75,6.65,2.02,25.5,15.5,0,30.47,0,14.94,2,18,15.61,0,2.21
64.01,1852,6.64,1.99,27,14.81,1.56,30.47,0,14.94,2,18,14.15,0,2.27
64.11,1857,6.53,1.97,27.5,14.24,1.56,30.47,0,14.94,2,18,13.47,0,2.1
64.21,1855,7.57,2.06,28.5,14.59,0.78,30.47,0,14.94,2,18,15.16,0,2.19
64.31,1857.5,7.41,2.05,27.5,14.36,-0.78,30.47,0,14.94,2,18,16.05,0,2.18
64.41,1858.5,7.13,2.04,27,15.62,-0.78,30.47,0,14.94,2,18,15.52,0,2.21
64.51,1858.75,7.18,2.04,27,14.93,1.56,30.47,0,14.94,2,18,15.13,0,2.29
64.62,1863.5,7.27,2.04,27,14.7,1.56,30.47,0,14.94,2,18,15.55,0,2.21
64.72,1864.75,7.38,2.05,27,14.93,0.78,30.47,0,14.94,2,18,15.42,0,2.21
64.82,1864.5,7.3,2.04,27,14.47,2.34,30.47,0,14.94,2,18,15.77,0,2.24
64.93,1867.25,7.04,2.03,27,15.85,3.12,30.47,0,14.94,2,18,14.89,0,2.3
65.04,1867.75,7.16,2.03,27,14.47,3.12,30.47,0,14.94,2,18,15.13,0,2.2
65.14,1865.25,4.54,1.88,27.5,14.13,3.12,30.47,0,14.94,2,18,14.8,0,2.21
65.25,1866.25,2.69,1.72,28.5,14.24,2.34,30.47,0,14.94,2,18,7.48,0,2.19
65.35,1862.75,0.65,1.55,32.5,13.55,0.78,28.91,0,14.94,2,18,6.22,0,2.08
65.46,1857.25,0,1.42,33.5,13.32,-0.78,29.69,0,14.94,2,18,4.62,0,2.01
65.56,1857.5,0,1.44,34.5,14.81,-1.56,29.69,0,14.94,2,18,4.37,0,2.17
65.66,1852,0,1.43,34,14.7,-0.78,29.69,0,14.94,2,18,4.39,0,2.21
65.76,1863.75,0,1.43,30,13.21,0,29.69,0,15.06,4,18,4.33,0,2.06
65.86,1861.75,0,1.42,29,12.98,0,29.69,0,15.06,4,18,4.35,0,2.08
65.96,1869.25,0,1.4,30.5,13.67,0,29.69,0,15.06,4,18,4.17,0,1.96
66.06,1840.75,0,1.38,30.5,12.4,0,29.69,0,15.06,4,18,3.88,0,1.85
66.16,1844.25,0.16,1.37,30,12.75,0,29.69,0,15.06,4,18,3.65,0,1.83
66.26,1876.25,0.77,1.45,30,14.13,0,29.69,0,15.06,4,18,4.16,0,1.87
66.36,1857.5,0.86,1.47,30.5,15.04,0,29.69,0,15.06,4,18,4.57,0,2.19
66.46,1853.5,0.6,1.47,30,18.15,0,29.69,0,15.06,4,18,4.8,0,2.68
66.56,1854,0.42,1.46,30,17,0,29.69,0,15.06,4,18,4.61,0,2.44
66.66,1853,0.16,1.43,30,17.11,0,29.69,0,15.06,4,18,4.52,0,2.4
66.76,1850,0,1.4,30.5,15.96,0,29.69,0,15.06,4,18,4.32,0,2.36
66.86,1834.75,0,1.4,30,15.85,0,29.69,0,15.06,4,18,4.06,0,2.3
66.96,1827,0.08,1.41,30,16.08,0,29.69,0,15.06,4,18,4.08,0,2.3
67.06,1826,0.05,1.41,30,15.27,0,29.69,0,15.06,4,18,4.14,0,2.26
67.17,1819.5,0.05,1.42,30,14.93,0,29.69,0,15.06,4,18,4.23,0,2.25
67.27,1811.5,0.62,1.44,30,15.04,0,29.69,0,15.06,4,18,4.16,0,2.23
67.38,1811.5,2.04,1.56,32,15.62,0.78,28.91,0,14.94,2,18,5.78,0,2.24
67.48,1828,3.21,1.66,37,14.59,2.34,28.91,0,14.94,2,18,6.17,0,2.27
67.59,1877.75,3.79,1.74,39,14.59,0.78,28.91,0,14.94,2,18,9.34,0,2.21
67.70,1892.5,3.61,1.79,40.5,15.04,0.78,27.34,0,14.94,2,18,9.6,0,2.24
67.80,1858,2.02,1.61,39,15.96,4.69,26.56,0,14.94,2,18,9,0,2.32
67.90,1842.25,0.99,1.51,40,17,6.25,25,0,14.94,2,18,6.21,0,2.39
68.00,1836.5,0,1.41,40.5,16.77,8.59,24.22,0,14.94,2,18,4.91,0,2.45
68.10,1841.25,0,1.39,40,16.54,9.38,25,0,14.94,2,18,3.94,0,2.42
68.21,1838.25,0,1.4,37.5,15.39,9.38,25,0,14.94,2,18,4.02,0,2.41
68.32,1834,0,1.38,35,15.5,9.38,25.78,0,14.94,2,18,3.89,0,2.27
68.42,1844.5,0,1.4,30.5,14.59,0,25.78,0,15.06,4,18,3.99,0,2.2
68.52,1838.25,0,1.39,29.5,14.93,0,25.78,0,15.06,4,18,4.03,0,2.11
68.62,1829,0,1.39,30,13.78,0,26.56,0,15.06,4,18,3.91,0,2.11
68.72,1805.5,0,1.35,30,13.55,0,26.56,0,15.06,4,18,3.74,0,2.02
68.83,1829,0,1.35,29.5,13.55,0,27.34,0,15.06,4,18,3.49,0,1.97
68.93,1827.75,0,1.35,30,14.24,0,29.69,0,15.06,4,18,3.47,0,2.05
69.03,1805,0,1.42,30.5,14.93,0,29.69,0,15.06,4,18,3.56,0,2.11
69.13,1801.5,0,1.44,30,16.42,0,29.69,0,15.06,4,18,4.34,0,2.4
69.23,1816,0,1.43,29.5,18.72,0,29.69,0,15.06,4,18,4.26,0,2.57
69.33,1807,0,1.42,30,20.21,0,29.69,0,15.06,4,18,4.32,0,2.76
69.43,1796.75,0,1.41,30.5,20.33,0,29.69,0,15.06,4,18,4.29,0,2.91
69.53,1792.75,0,1.4,29.5,20.33,0,29.69,0,15.06,4,18,3.99,0,3.05
69.64,1794.75,0,1.42,29.5,20.33,0,29.69,0,15.06,4,18,4.29,0,3.36
69.74,1792.75,0,1.42,29.5,20.33,0,29.69,0,15.06,4,18,4.28,0,3.47
69.84,1790.5,0,1.41,29.5,20.33,0,29.69,0,15.06,4,18,4.26,0,3.58
69.94,1787.5,0,1.4,29.5,20.33,0,29.69,0,15.06,4,18,4.08,0,3.73
70.04,1781,0,1.41,29.5,20.33,0,29.69,0,15.06,4,18,4.24,0,3.85
70.14,1778.5,0,1.41,29,20.33,0,29.69,0,15.06,4,18,4.21,0,3.92
70.25,1778.25,0,1.41,29,20.33,0,29.69,0,15.06,4,18,4.16,0,3.95
70.35,1772.75,0,1.4,29,20.33,0,29.69,0,15.06,4,18,4.05,0,4.01
70.45,1768.75,0,1.4,29,20.33,0,29.69,0,15.06,4,18,4.08,0,4.05
70.55,1766.5,0,1.41,28.5,20.33,0,29.69,0,15.06,4,18,3.97,0,4.07
70.65,1762,0,1.4,28.5,20.33,0,29.69,0,15.06,4,18,4.06,0,4.06
70.75,1758.75,0,1.39,28.5,20.33,0,29.69,0,15.06,4,18,3.94,0,4.11
70.85,1757,0,1.4,28,20.33,0,29.69,0,15.06,4,18,3.99,0,4.09
70.95,1748.25,0,1.39,28,20.33,0,29.69,0,15.06,4,18,3.96,0,4.13
71.06,1743.25,0,1.4,28,20.33,0,29.69,0,15.06,4,18,4.05,0,4.11
71.16,1742.75,0,1.41,27.5,20.33,0,29.69,0,15.06,4,18,3.96,0,4.12
71.26,1737,0,1.39,27.5,20.33,0,29.69,0,15.06,4,18,4.08,0,4.12
71.36,1734.5,0,1.39,27.5,20.33,0,29.69,0,15.06,4,18,3.83,0,4.11
71.46,1728.5,0,1.39,27,20.33,0,29.69,0,15.06,4,18,3.86,0,4.14
71.56,1725.25,0,1.39,27,20.33,0,29.69,0,15.06,4,18,3.91,0,4.11
71.67,1721.75,0,1.38,27,20.33,0,29.69,0,15.06,4,18,3.77,0,4.14
71.77,1713,0,1.39,26.5,20.33,0,29.69,0,15.06,4,18,3.87,0,4.15
71.87,1710.25,0,1.39,26.5,20.33,0,29.69,0,15.06,4,18,3.79,0,4.14
71.98,1705.75,0,1.39,26.5,20.33,0,29.69,0,15.06,4,18,3.91,0,4.15
72.09,1699.25,0,1.4,26,20.33,0,29.69,0,15.06,4,18,3.92,0,4.12
72.19,1698.5,0,1.39,26,20.33,0,29.69,0,15.06,4,18,3.79,0,4.16
72.30,1691.5,0,1.38,25.5,20.33,0,29.69,0,15.06,4,18,3.92,0,4.13
72.40,1683.25,0,1.38,25.5,20.33,0,29.69,0,15.06,4,18,3.83,0,4.11
72.50,1680.25,0,1.39,25,20.33,0,29.69,0,15.06,4,18,3.81,0,4.17
72.60,1676.25,0,1.39,25,20.33,0,29.69,0,15.06,4,18,3.97,0,4.12
72.70,1668.75,0,1.39,25,20.33,0,29.69,0,15.06,4,18,3.89,0,4.14
72.80,1659.75,0,1.39,24.5,20.33,0,29.69,0,15.06,4,18,3.86,0,4.15
72.91,1655,0,1.39,24,20.33,0,29.69,0,15.06,4,18,3.92,0,4.11
73.01,1647.25,0,1.4,24,20.33,0,29.69,0,15.06,4,18,4.06,0,4.11
73.11,1630.25,0,1.39,23.5,20.33,0,29.69,0,15.06,4,18,3.82,0,4.12
73.22,1621.75,0,1.41,23,20.33,0,29.69,0,15.06,4,18,4.16,0,4.16
73.32,1611.75,0,1.39,22.5,20.33,0,29.69,0,15.06,4,18,3.89,0,4.15
73.42,1604.25,0,1.38,22,20.33,0,29.69,0,15.06,4,18,3.92,0,4.14
73.52,1596.75,0,1.38,22,20.33,0,29.69,0,15.06,4,18,3.81,0,4.18
73.62,1575.5,0,1.38,21.5,20.33,0,29.69,0,15.06,4,18,3.81,0,4.17
73.72,1559.5,0,1.4,21,20.33,0,29.69,0,15.06,4,18,3.83,0,4.14
73.83,1550.5,0,1.39,20.5,20.33,0,29.69,0,15.06,4,18,3.87,0,4.17
73.93,1544.25,0,1.39,20,20.33,0,29.69,0,15.06,4,18,3.94,0,4.16
74.04,1514.25,0,1.39,19.5,20.33,0,29.69,0,15.06,4,18,3.93,0,4.13
74.14,1503.25,0,1.4,19,20.33,0,29.69,0,15.06,4,18,3.88,0,4.15
74.24,1495.75,0,1.38,18,20.33,0,29.69,0,15.06,4,18,3.94,0,4.1
74.34,1486.25,0,1.38,17.5,20.33,0,29.69,0,15.06,4,18,3.82,0,4.16
74.45,1464.75,0,1.4,17.5,20.33,0,29.69,0,15.06,4,18,3.94,0,4.18
74.55,1453.25,0,1.4,16.5,20.33,0,29.69,0,15.06,4,18,3.93,0,4.16
74.65,1432.5,0,1.39,16,20.33,0,29.69,0,15.06,4,18,3.98,0,4.11
74.75,1422,0,1.37,15,20.33,0,29.69,0,15.06,4,18,3.82,0,4.1
74.85,1422.75,0,1.3,15,20.33,0,29.69,0,15.06,4,18,3.01,0,4.11
74.95,1401.5,0,1.29,15,20.33,0,29.69,0,15.06,4,18,3.09,0,4.11
75.05,1385.25,0,1.3,14.5,20.33,0,29.69,0,15.06,4,18,3.1,0,4.1
75.15,1354.5,0,1.31,14,20.33,0,29.69,0,15.06,4,18,3.09,0,4.11
75.26,1340.75,0,1.31,13.5,20.33,0,29.69,0,15.06,4,18,3.14,0,4.13
75.36,1323.25,0,1.29,13,20.33,0,29.69,0,15.06,4,18,3.09,0,4.16
75.46,1306,0,1.29,13,20.33,0,29.69,0,15.06,4,18,3.11,0,4.12
75.56,1293.75,0,1.3,12.5,20.33,0,29.69,0,15.06,4,18,3.02,0,4.13
75.66,1285.5,0,1.29,12,20.33,0,29.69,0,15.06,4,18,3.08,0,4.14
75.76,1247.5,0,1.3,12,20.33,0,29.69,0,15.06,4,18,3.1,0,4.14
75.86,1232.25,0,1.3,11.5,20.33,0,29.69,0,15.06,4,18,3.11,0,4.13
75.97,1216.75,0,1.3,10.5,20.33,0,29.69,0,15.06,4,18,3.07,0,4.13
76.08,1202.5,0,1.3,10.5,20.33,0,29.69,0,15.06,4,18,3.24,0,4.13
76.18,1171.25,0,1.31,11.5,20.33,0,29.69,0,15.06,4,18,3.09,0,4.12
76.28,1139.5,0,1.29,11,20.33,0,29.69,0,15.06,4,18,3.14,0,4.13
76.38,1132,0,1.31,11,20.33,0,29.69,0,15.06,4,18,3.11,0,4.13
76.48,1151.25,0,1.31,10,20.33,0,29.69,0,15.06,4,18,3.16,0,4.13
76.58,1186,0,1.33,8,20.33,0,29.69,0,15.06,4,18,3.1,0,4.12
76.69,1246,0,1.3,9,20.33,0,29.69,0,15.06,4,18,3.16,0,4.12
76.79,1271.25,0,1.28,10,20.33,0,29.69,0,15.06,4,18,2.89,0,4.14
76.89,1263.75,0,1.31,11.5,20.33,0,29.69,0,15.06,4,18,3.17,0,4.13
76.99,1233,0,1.32,11.5,20.33,0,29.69,0,15.06,4,18,3.25,0,4.13
77.10,1198.25,0,1.3,12,20.33,0,29.69,0,15.06,4,18,3.13,0,4.12
77.20,1190.5,0,1.31,10.5,20.33,0,29.69,0,15.06,4,18,3.18,0,4.13
77.30,1191.75,0,1.31,9.5,20.33,0,29.69,0,15.06,4,18,3.23,0,4.12
77.40,1162.5,0,1.31,11,20.33,0,29.69,0,15.06,4,18,3.19,0,4.13
77.50,1135.75,0,1.31,11,20.33,0,29.69,0,15.06,4,18,3.1,0,4.12
77.60,1113.75,0,1.31,11,20.33,0,29.69,0,15.06,4,18,3.2,0,4.12
77.71,1096.5,0,1.31,10.5,20.33,0,29.69,0,15.06,4,18,3.16,0,4.13
77.81,1099.25,0,1.31,10,20.33,0,29.69,0,15.06,4,18,3.27,0,4.12
77.91,1108,0,1.32,9,20.33,0,29.69,0,15.06,4,18,3.12,0,4.13
78.02,1148.25,0,1.32,8.5,20.33,0,29.69,0,15.06,4,18,3.23,0,4.13
78.13,1206.25,0,1.32,8,20.33,0,29.69,0,15.06,4,18,3.21,0,4.13
78.23,1243.25,0,1.32,9.5,20.33,0,29.69,0,15.06,4,18,3.15,0,4.13
78.34,1270,0,1.31,10.5,20.33,0,29.69,0,15.06,4,18,3.15,0,4.13
78.45,1212.75,0,1.32,11.5,20.33,0,29.69,0,15.06,4,18,3.29,0,4.12
78.55,1184.75,0,1.32,12,20.33,0,29.69,0,15.06,4,18,3.25,0,4.13
78.65,1113.5,0,1.33,12.5,20.33,0,29.69,0,15.06,4,18,3.27,0,4.12
78.75,1090.25,0,1.34,12,20.33,0,29.69,0,15.06,4,18,3.44,0,4.13
78.85,1030.5,0,1.34,12,20.33,0,29.69,0,15.06,4,18,3.45,0,4.12
78.95,957.25,0,1.34,12.5,20.33,0,29.69,0,15.06,4,18,3.38,0,4.12
79.05,961.5,0,1.34,11,20.33,0,29.69,0,15.06,4,18,3.42,0,4.13
79.16,997.25,0,1.34,8.5,20.33,0,29.69,0,15.06,4,18,3.36,0,4.13
79.26,1050.75,0,1.31,8,20.33,0,29.69,0,15.06,4,18,3.16,0,4.12
79.36,1047.75,0,1.31,9,20.33,0,29.69,0,15.06,4,18,3.22,0,4.11
79.46,1048.75,0,1.32,9.5,20.33,0,29.69,0,15.06,4,18,3.19,0,4.04
79.56,1046.25,0,1.3,10,20.33,0,29.69,0,15.06,4,18,3.25,0,3.91
79.66,1053,0,1.31,9.5,20.33,0,29.69,0,15.06,4,18,3.13,0,3.61
79.76,1024,0,1.33,11.5,20.33,0,29.69,0,15.06,4,18,3.2,0,3.46
79.86,975.5,0,1.32,12,20.33,0,29.69,0,15.06,4,18,3.23,0,3.08
79.96,956.5,0,1.32,12.5,20.33,0,29.69,0,15.06,4,18,3.28,0,3
80.07,876.25,0,1.33,12,20.33,0,29.69,0,15.06,4,18,3.31,0,2.85
80.18,867.5,0,1.34,12.5,19.18,0,29.69,0,15.06,4,18,3.35,0,2.63
80.29,851.5,0,1.34,11,16.77,0,29.69,0,15.06,4,18,3.41,0,2.48
80.40,858,0,1.34,10,16.08,0,29.69,0,15.06,4,18,3.42,0,2.31
80.51,889.5,0,1.32,9,15.73,0,29.69,0,15.06,4,18,3.28,0,2.33
80.62,903.25,0,1.32,8.5,15.5,0.78,29.69,0,14.94,2,18,3.24,0,2.26
80.72,897.5,0,1.33,9.5,16.31,0.78,29.69,0,14.94,2,18,3.18,0,2.37
80.83,900.75,0,1.31,10.5,16.31,1.56,29.69,0,14.94,2,18,3.27,0,2.34
80.94,847.5,0,1.32,11,14.59,1.56,29.69,0,14.94,2,18,3.28,0,2.24
81.04,833.5,0,1.32,11.5,14.7,0.78,29.69,0,14.94,2,18,3.2,0,2.19
81.14,803.75,0,1.33,11.5,14.59,0.78,29.69,0,14.94,2,18,3.26,0,2.17
81.25,790.5,0,1.33,11.5,14.93,0.78,29.69,0,14.94,2,18,3.27,0,2.18
81.35,768.5,0,1.34,11,15.16,0.78,29.69,0,14.94,2,18,3.44,0,2.24
81.45,746.25,0,1.34,10.5,15.27,1.56,29.69,0,14.94,2,18,3.46,0,2.23
81.55,732.75,0,1.34,12,14.59,0.78,29.69,0,14.94,2,18,3.4,0,2.15
81.66,730,0,1.34,11,14.13,0,29.69,0,14.94,2,18,3.42,0,2.17
81.76,759.5,0,1.34,9.5,14.36,0,29.69,0,14.94,2,18,3.47,0,2.14
81.86,775,0,1.33,7.5,15.16,0.78,29.69,0,14.94,2,18,3.24,0,2.23
81.96,782.75,0,1.34,7,16.08,1.56,29.69,0,14.94,2,18,3.31,0,2.34
82.06,763.25,0,1.34,9,17.23,3.12,29.69,0,14.94,2,18,3.25,0,2.47
82.16,756.75,0,1.35,7.5,17,3.12,29.69,0,14.94,2,18,3.5,0,2.45
82.26,750.5,0,1.51,8,16.77,4.69,29.69,0,14.94,2,18,4.35,0,2.44
82.36,742.75,0,1.53,8.5,16.19,4.69,29.69,0,14.94,2,18,5.61,0,2.42
82.47,765.5,0,1.5,7,16.08,4.69,29.69,0,14.94,2,18,4.99,0,2.37
82.57,762.25,0,1.44,6.5,15.5,5.47,29.69,0,14.94,2,18,4.77,0,2.39
82.68,725,0,1.43,9,15.85,5.47,29.69,0,14.94,2,18,4.34,0,2.38
82.78,731.5,0,1.45,9.5,14.81,5.47,29.69,0,14.94,2,18,4.48,0,2.28
82.89,742.25,0,1.47,6,14.36,5.47,29.69,0,14.94,2,18,4.57,0,2.21
83.00,738.75,0,1.47,7.5,15.16,5.47,29.69,0,14.94,2,18,4.57,0,2.24
83.10,761,0,1.49,7,14.24,5.47,29.69,0,14.94,2,18,4.68,0,2.21
83.20,780.5,0,1.5,2,13.9,4.69,29.69,0,14.94,2,18,5.01,0,2.18
83.30,787.25,0,1.51,2.5,15.5,5.47,29.69,0,14.94,2,18,5.14,0,2.12
83.40,776,0,1.48,2,14.7,5.47,29.69,0,14.94,2,18,4.8,0,2.2
83.50,751,0,1.49,5,15.04,4.69,29.69,0,14.94,2,18,4.99,0,2.39
83.60,753.75,0,1.5,5.5,16.08,7.03,29.69,0,14.94,2,18,4.91,0,2.24
83.70,756,0,1.48,4,14.93,7.03,29.69,0,14.94,2,18,4.82,0,2.26
83.80,745,0,1.48,5,15.5,6.25,29.69,0,14.94,2,18,4.77,0,2.28
83.90,742.5,0,1.47,5,14.7,6.25,29.69,0,14.94,2,18,4.79,0,2.1
84.00,736.75,0,1.46,5.5,14.01,6.25,29.69,0,14.94,2,18,4.54,0,2.21
84.11,737.5,0,1.46,4,14.24,5.47,29.69,0,14.94,2,18,4.73,0,2.07
84.21,733.5,0,1.45,6,13.67,4.69,29.69,0,14.94,2,18,4.52,0,1.98
84.32,731.75,0,1.47,5.5,13.09,3.91,29.69,0,14.94,2,18,4.72,0,2.04
84.42,739,0,1.47,5,13.78,3.12,29.69,0,14.94,2,18,4.8,0,2.06
84.52,747,0,1.45,4.5,13.78,3.12,29.69,0,14.94,2,18,4.66,0,1.94
84.62,752.75,0,1.46,4,13.44,3.12,29.69,0,14.94,2,18,4.52,0,1.96
84.72,740.5,0,1.45,5.5,13.09,1.56,29.69,0,14.94,2,18,4.54,0,1.87
84.83,737.25,0,1.45,6,13.44,0.78,29.69,0,14.94,2,18,4.52,0,1.83
84.93,746.25,0,1.45,5,13.09,0.78,29.69,0,14.94,2,18,4.47,0,1.97
85.04,741.25,0,1.45,5.5,13.44,0,29.69,0,14.94,2,18,4.5,0,1.98
85.14,762.75,0,1.45,3.5,13.55,-0.78,29.69,0,14.94,2,18,4.68,0,1.86
85.24,755.5,0,1.45,4,13.32,-0.78,29.69,0,14.94,2,18,4.54,0,2.05
85.34,756.75,0,1.45,4.5,13.9,-1.56,29.69,0,14.94,2,18,4.54,0,2.04
85.44,755.25,0,1.44,5,13.44,-0.78,29.69,0,14.94,2,18,4.41,0,2.07
85.54,749,0,1.46,5,13.9,-1.56,29.69,0,14.94,2,18,4.69,0,2.11
85.65,755.25,0,1.44,3.5,14.24,-1.56,29.69,0,14.94,2,18,4.5,0,2.03
85.75,779,0,1.46,3,14.01,-1.56,29.69,0,14.94,2,18,4.48,0,2.12
85.85,749.25,0,1.47,5.5,14.93,-1.56,29.69,0,14.94,2,18,4.69,0,2.27
85.95,749.25,0,1.47,5,14.36,-2.34,29.69,0,14.94,2,18,4.64,0,2.16
86.06,758.75,0,1.47,4,14.47,-1.56,29.69,0,14.94,2,18,4.59,0,2.15
