Procede Data Log
OpenFlash Data File 1
14
Time[s],RPM,Throttle,MAF Volt.,Ignition Adv.,AFR,STFT,LTFT,FLKC,Command AFR,Fuel Sys. Status,Wideband AFR,MAF,O2S2 Volt,A/F Sensor V
191.56,747.25,0,1.45,5,14.01,2.34,25,0,14.94,2,18,4.69,0,2.05
191.66,744.5,0,1.47,4.5,14.13,2.34,25,0,14.94,2,18,4.75,0,2.08
191.76,746,0,1.45,5,14.81,3.12,25.78,0,14.94,2,18,4.77,0,2.24
191.86,755,0,1.46,5.5,15.27,2.34,25.78,0,14.94,2,18,4.62,0,2.27
191.96,752.5,0,1.45,5,14.01,2.34,25.78,0,14.94,2,18,4.48,0,2.21
192.06,733.75,0,1.47,6.5,14.7,3.12,25.78,0,14.94,2,18,4.69,0,2.24
192.16,747.75,0,1.44,6,14.59,2.34,25.78,0,14.94,2,18,4.64,0,2.24
192.26,749.75,0,1.46,5,14.24,3.12,25.78,0,14.94,2,18,4.5,0,2.21
192.36,757,0,1.47,6,14.7,3.12,25.78,0,14.94,2,18,4.72,0,2.12
192.47,740,0,1.46,6.5,14.36,2.34,25.78,0,14.94,2,18,4.64,0,2.19
192.57,738.5,0,1.42,6,13.55,2.34,25.78,0,14.94,2,18,4.38,0,2.08
192.67,753.5,0,1.45,5.5,14.93,2.34,25.78,0,14.94,2,18,4.59,0,2
192.77,742,0,1.46,5.5,13.9,2.34,25.78,0,14.94,2,18,4.66,0,2.12
192.87,754.75,0,1.46,4.5,14.24,2.34,25.78,0,14.94,2,18,4.51,0,2.22
192.97,761.75,0,1.46,3.5,15.39,1.56,25.78,0,14.94,2,18,4.52,0,2.29
193.08,744.75,0,1.45,5.5,14.7,2.34,25.78,0,14.94,2,18,4.57,0,2.23
193.18,759.75,0,1.47,4,14.47,3.12,25.78,0,14.94,2,18,4.83,0,2.22
193.28,764,0,1.47,3.5,15.16,1.56,25.78,0,14.94,2,18,4.73,0,2.08
193.38,757.25,0,1.46,4,14.59,3.12,25.78,0,14.94,2,18,4.66,0,2.28
193.48,729.5,0,1.45,6.5,15.39,2.34,25.78,0,14.94,2,18,4.72,0,2.26
193.58,742.5,0,1.46,7,13.78,3.12,25.78,0,14.94,2,18,4.47,0,2.03
193.68,745,0,1.46,5.5,14.24,2.34,25.78,0,14.94,2,18,4.62,0,2.18
193.78,737.5,0,1.46,6,14.93,1.56,25.78,0,14.94,2,18,4.59,0,2.23
193.88,723,0,1.45,7.5,13.67,1.56,25.78,0,14.94,2,18,4.33,0,2.21
193.98,728,0,1.46,7,13.67,0.78,25.78,0,14.94,2,18,4.66,0,2.09
194.08,737.75,0,1.46,5.5,13.55,0,25.78,0,14.94,2,18,4.66,0,1.96
194.18,742,0,1.47,5,13.78,0,25.78,0,14.94,2,18,4.62,0,1.97
194.28,763.5,0,1.46,3,14.24,-0.78,25.78,0,14.94,2,18,4.58,0,2.21
194.38,761,0,1.44,4,14.47,-0.78,25.78,0,14.94,2,18,4.43,0,2.09
194.48,757,0,1.44,4.5,15.39,0.78,25.78,0,14.94,2,18,4.39,0,2.28
194.58,756,0,1.47,4.5,15.85,0.78,25.78,0,14.94,2,18,4.66,0,2.37
194.68,751.75,0,1.47,5,15.16,0.78,25.78,0,14.94,2,18,4.72,0,2.21
194.79,737.5,0,1.46,6,15.27,1.56,25.78,0,14.94,2,18,4.77,0,2.3
194.89,747.75,0,1.46,5,14.7,1.56,25.78,0,14.94,2,18,4.82,0,2.23
195,753.5,0,1.46,4.5,14.24,0.78,25.78,0,14.94,2,18,4.66,0,2.19
195.10,759.5,0,1.45,4,15.73,1.56,25.78,0,14.94,2,18,4.52,0,2.32
195.20,762,0,1.46,5.5,16.08,2.34,25.78,0,14.94,2,18,4.46,0,2.15
195.31,740.25,0,1.48,6,14.59,2.34,25.78,0,14.94,2,18,4.8,0,2.24
195.42,741,0,1.45,5,15.27,1.56,25.78,0,14.94,2,18,4.41,0,2.26
195.52,747.75,0,1.45,6,14.59,1.56,25.78,0,14.94,2,18,4.43,0,2.17
195.62,747.5,0,1.46,5,13.78,0.78,25.78,0,14.94,2,18,4.76,0,1.98
195.72,754.25,0,1.47,4,14.93,0.78,25.78,0,14.94,2,18,4.66,0,2.2
195.82,749.75,0,1.47,5,15.39,0.78,25.78,0,14.94,2,18,4.84,0,2.1
195.93,755.25,0,1.45,3.5,14.01,1.56,25.78,0,14.94,2,18,4.75,0,2.17
196.03,753,0,1.46,4,15.5,0.78,25.78,0,14.94,2,18,4.64,0,2.26
196.13,744.75,0,1.46,5.5,14.01,0.78,25.78,0,14.94,2,18,4.82,0,2.06
196.23,734.25,0,1.44,7,14.36,0.78,25.78,0,14.94,2,18,4.5,0,2.21
196.34,744,0,1.45,5.5,14.59,0.78,25.78,0,14.94,2,18,4.64,0,2.16
196.44,758.25,0,1.45,5.5,14.24,0.78,25.78,0,14.94,2,18,4.8,0,2.13
196.54,753,0,1.47,5,14.59,0.78,25.78,0,14.94,2,18,4.5,0,2.28
196.64,750.5,0,1.47,4.5,15.27,0.78,25.78,0,14.94,2,18,4.71,0,2.22
196.74,761,0,1.45,3.5,14.24,1.56,25.78,0,14.94,2,18,4.55,0,2.21
196.84,757.25,0,1.46,4,15.04,1.56,25.78,0,14.94,2,18,4.58,0,2.29
196.94,757.5,0,1.46,4.5,15.04,0.78,25.78,0,14.94,2,18,4.68,0,2.22
197.05,758,0,1.46,5,15.04,1.56,25.78,0,14.94,2,18,4.55,0,2.27
197.16,748,0,1.45,5,14.93,1.56,25.78,0,14.94,2,18,4.28,0,2.27
197.26,742.25,0,1.46,6,14.93,0.78,25.78,0,14.94,2,18,4.68,0,2.18
197.36,735.5,0,1.45,6.5,14.47,1.56,25.78,0,14.94,2,18,4.48,0,2.15
197.46,737.75,0,1.47,6,14.13,0.78,25.78,0,14.94,2,18,4.62,0,2.22
197.56,737.75,0,1.45,6,14.13,0.78,25.78,0,14.94,2,18,4.55,0,2.11
197.66,744.75,0,1.45,5,14.47,0.78,25.78,0,14.94,2,18,4.62,0,2.2
197.76,748.5,0,1.46,5,14.81,0,25.78,0,14.94,2,18,4.68,0,2.03
197.86,753.75,0,1.45,4.5,13.67,0,25.78,0,14.94,2,18,4.55,0,2.12
197.97,745.75,0,1.43,6.5,14.93,0,25.78,0,14.94,2,18,4.46,0,2.09
198.08,747,0,1.43,5.5,14.81,0,25.78,0,14.94,2,18,4.3,0,2.26
198.19,752,0,1.45,4.5,14.13,0.78,25.78,0,14.94,2,18,4.73,0,2.19
198.29,750.25,0,1.45,5,15.62,0.78,25.78,0,14.94,2,18,4.68,0,2.34
198.40,757.75,0,1.45,4.5,15.39,0.78,25.78,0,14.94,2,18,4.71,0,2.21
198.50,751.75,0,1.46,5,14.47,1.56,25.78,0,14.94,2,18,4.59,0,2.23
198.61,751.75,0,1.45,5,15.5,1.56,25.78,0,14.94,2,18,4.65,0,2.22
198.72,771.75,0,1.44,4,14.81,0.78,25.78,0,14.94,2,18,4.45,0,2.1
198.82,778.25,0,1.47,2.5,14.59,1.56,25.78,0,14.94,2,18,4.84,0,2.21
198.92,772.25,0,1.47,4,15.04,2.34,25.78,0,14.94,2,18,4.79,0,2.27
199.02,759.5,0,1.48,4.5,15.85,1.56,25.78,0,14.94,2,18,4.8,0,2.16
199.13,751,0,1.47,5,15.39,3.12,25.78,0,14.94,2,18,4.64,0,2.29
199.23,744.75,0,1.45,5.5,15.39,2.34,25.78,0,14.94,2,18,4.66,0,2.32
199.33,758.25,0,1.46,4,15.16,2.34,25.78,0,14.94,2,18,4.61,0,2.11
199.44,752,0,1.44,4.5,15.16,3.12,25.78,0,14.94,2,18,4.42,0,2.3
199.54,751.25,0,1.45,5,15.73,2.34,25.78,0,14.94,2,18,4.64,0,2.28
199.64,749.5,0,1.47,6,14.01,3.12,25.78,0,14.94,2,18,4.61,0,2.08
199.74,745.25,0,1.43,5.5,14.59,3.12,25.78,0,14.94,2,18,4.5,0,2.3
199.85,743.25,0,1.45,5.5,15.04,3.12,25.78,0,14.94,2,18,4.58,0,2.25
199.95,745.5,0,1.43,5.5,14.7,3.12,25.78,0,14.94,2,18,4.72,0,2.22
200.05,743,0,1.46,5.5,14.47,3.12,25.78,0,14.94,2,18,4.3,0,2.19
200.15,744.75,0,1.47,5,14.93,2.34,25.78,0,14.94,2,18,4.65,0,2.19
200.26,743.25,0,1.45,6.5,14.47,3.12,25.78,0,14.94,2,18,4.54,0,2.11
200.36,742,0,1.47,5.5,14.47,3.12,25.78,0,14.94,2,18,4.61,0,2.18
200.47,744.5,0,1.45,5,15.27,2.34,25.78,0,14.94,2,18,4.54,0,2.14
200.58,758,0,1.44,5.5,14.36,3.12,25.78,0,14.94,2,18,4.38,0,2.05
200.68,747.5,0,1.46,4,15.39,2.34,25.78,0,14.94,2,18,4.58,0,2.28
200.78,745.75,0,1.45,5.5,14.59,2.34,25.78,0,14.94,2,18,4.79,0,2.2
200.88,743,0,1.48,5.5,14.24,2.34,25.78,0,14.94,2,18,4.65,0,2.2
200.98,753.5,0,1.47,4.5,15.04,2.34,25.78,0,14.94,2,18,4.54,0,2.28
201.08,757.5,0,1.45,4,14.81,2.34,25.78,0,14.94,2,18,4.76,0,2.21
201.19,760.75,0,1.46,4,14.93,3.12,25.78,0,14.94,2,18,4.64,0,2.27
201.29,737.5,0,1.45,5,15.16,3.12,25.78,0,14.94,2,18,4.72,0,2.28
201.39,742.5,0,1.46,6,14.59,2.34,25.78,0,14.94,2,18,4.51,0,2.28
201.49,756.5,0,1.45,4,14.81,3.91,25.78,0,14.94,2,18,4.47,0,2.19
201.59,755.5,0,1.48,4.5,15.5,3.12,25.78,0,14.94,2,18,4.8,0,2.37
201.70,753.25,0,1.43,5,14.93,3.91,25.78,0,14.94,2,18,4.32,0,2.23
201.80,757.75,0,1.39,0,15.39,3.91,25.78,0,14.94,2,18,4.37,0,2.22
201.90,740.25,0,1.35,0,15.39,3.91,25.78,0,14.94,2,18,3.7,0,2.19
202.00,730.25,0,1.37,1,14.59,3.91,25.78,0,14.94,2,18,3.74,0,2.14
202.10,738.5,0,1.38,3,14.24,3.12,25.78,0,14.94,2,18,3.63,0,2.14
202.21,743.25,0,1.4,4,14.36,2.34,25.78,0,14.94,2,18,3.96,0,2.11
202.32,744.25,0,1.41,4,15.04,3.12,25.78,0,14.94,2,18,4.28,0,2.26
202.42,736.75,0,1.41,7,14.47,3.12,25.78,0,14.94,2,18,4.28,0,2.17
202.52,740,0,1.36,4.5,13.78,2.34,25.78,0,14.94,2,18,3.58,0,2.03
202.62,825.25,0,1.33,3.5,14.7,2.34,25.78,0,14.94,2,18,3.4,0,2.15
202.72,836.5,0,1.31,4,14.24,2.34,25.78,0,14.94,2,18,3.24,0,2.06
202.82,856.75,0,1.35,4,13.67,1.56,25.78,0,14.94,2,18,3.26,0,2.1
202.92,900.25,0,1.35,4,13.09,1.56,25.78,0,14.94,2,18,3.5,0,2.05
203.02,926.75,0,1.33,4,13.55,0.78,25.78,0,14.94,2,18,3.29,0,1.98
203.12,949.25,0,1.35,4,12.98,-0.78,25.78,0,14.94,2,18,3.34,0,1.83
203.22,953.5,0,1.35,4,13.9,-0.78,25.78,0,14.94,2,18,3.51,0,1.89
203.33,970,0,1.35,4,13.55,0,25.78,0,14.94,2,18,3.35,0,1.99
203.43,977.5,0,1.34,4,14.01,-0.78,25.78,0,14.94,2,18,3.38,0,2.07
203.53,977,0,1.35,4.5,14.01,-0.78,25.78,0,14.94,2,18,3.44,0,2.06
203.63,974.75,0,1.33,4.5,13.9,-0.78,25.78,0,14.94,2,18,3.51,0,2.05
203.74,964.75,0,1.36,4.5,13.55,-1.56,25.78,0,14.94,2,18,3.66,0,1.96
203.85,953.5,0,1.35,5,12.86,-2.34,25.78,0,14.94,2,18,3.59,0,1.85
203.95,952.75,0,1.35,4.5,12.86,-3.12,25.78,0,14.94,2,18,3.47,0,1.86
204.05,940.25,0,1.33,4.5,13.32,-3.12,25.78,0,14.94,2,18,3.41,0,1.9
204.16,941.5,0,1.33,4.5,13.32,-3.91,25.78,0,14.94,2,18,3.36,0,1.92
204.26,944.5,0,1.33,4.5,12.98,-4.69,25.78,0,14.94,2,18,3.47,0,1.85
204.37,947.75,0,1.34,4.5,13.44,-5.47,25.78,0,14.94,2,18,3.41,0,1.87
204.47,950.5,0,1.33,4.5,13.67,-4.69,25.78,0,14.94,2,18,3.49,0,2.03
204.57,950,0,1.3,4.5,14.24,-4.69,25.78,0,14.94,2,18,2.96,0,2.11
204.67,953.25,0,1.3,4.5,14.36,-4.69,25.78,0,14.94,2,18,3.08,0,2.07
204.78,945.25,0,1.33,4.5,14.24,-5.47,25.78,0,14.94,2,18,3.2,0,2.08
204.88,929,0,1.31,4.5,13.9,-5.47,25.78,0,14.94,2,18,3.12,0,2.12
204.98,929.75,0,1.38,5,14.36,-5.47,25.78,0,14.94,2,18,3.84,0,2.15
205.08,927,0,1.48,5,14.36,-4.69,25.78,0,14.94,2,18,4.62,0,2.14
205.18,948,0,1.44,4.5,14.24,-5.47,25.78,0,14.94,2,18,4.89,0,2.11
205.28,955.5,0,1.38,4.5,14.7,-5.47,25.78,0,14.94,2,18,4.11,0,2.18
205.39,964,0,1.38,4.5,14.81,-4.69,25.78,0,14.94,2,18,3.73,0,2.21
205.49,938.75,0,1.37,5,14.24,-5.47,25.78,0,14.94,2,18,3.73,0,2.12
205.60,935.75,0,1.38,4.5,14.59,-4.69,25.78,0,14.94,2,18,3.63,0,2.22
205.71,926.5,0,1.41,4.5,15.62,-3.91,25.78,0,14.94,2,18,4.11,0,2.25
205.81,930.75,0,1.42,4.5,16.08,-3.91,25.78,0,14.94,2,18,4.08,0,2.33
205.91,931,0,1.39,4.5,15.27,-3.91,25.78,0,14.94,2,18,4.05,0,2.33
206.02,932,0,1.37,4.5,15.85,-3.12,25.78,0,14.94,2,18,3.68,0,2.29
206.12,929.25,0,1.38,4.5,15.5,-3.12,25.78,0,14.94,2,18,3.63,0,2.32
206.22,924.5,0,1.39,4.5,15.39,-3.12,25.78,0,14.94,2,18,3.57,0,2.32
206.32,923.25,0,1.42,4.5,15.62,-2.34,25.78,0,14.94,2,18,4.06,0,2.29
206.42,907.5,0,1.42,5,16.08,-2.34,25.78,0,14.94,2,18,4.35,0,2.32
206.52,907.75,0,1.38,5,15.39,-1.56,25.78,0,14.94,2,18,4.06,0,2.28
206.63,906,0,1.38,5,15.39,-1.56,25.78,0,14.94,2,18,3.86,0,2.36
206.74,888.25,0,1.39,5,15.85,-0.78,25.78,0,14.94,2,18,3.87,0,2.35
206.85,882.75,0,1.39,5.5,16.54,0,25.78,0,14.94,2,18,3.84,0,2.27
206.95,869.75,0,1.38,5.5,16.65,0,25.78,0,14.94,2,18,3.82,0,2.33
207.05,866.5,0,1.38,5.5,15.27,0.78,25.78,0,14.94,2,18,3.89,0,2.28
207.16,857.25,0,1.38,5.5,15.5,0,25.78,0,14.94,2,18,3.87,0,2.31
207.26,849,0,1.37,5.5,15.73,0,25.78,0,14.94,2,18,3.77,0,2.3
207.37,849.75,0,1.35,5.5,14.59,0,25.78,0,14.94,2,18,3.6,0,2.28
207.47,829.5,0,1.38,5.5,14.24,0,25.78,0,14.94,2,18,3.72,0,2.21
207.58,821,0,1.34,6,14.47,-0.78,25.78,0,14.94,2,18,3.41,0,2.15
207.68,823.5,0,1.38,6,14.7,-0.78,25.78,0,14.94,2,18,3.48,0,2.17
207.78,813.25,0,1.37,5.5,14.59,0,25.78,0,14.94,2,18,3.75,0,2.21
207.88,810.75,0,1.38,5.5,15.16,0,25.78,0,14.94,2,18,3.75,0,2.25
207.98,803.5,0,1.38,5.5,15.16,0,25.78,0,14.94,2,18,3.98,0,2.19
208.09,808.25,0,1.39,5.5,15.5,0,25.78,0,14.94,2,18,3.77,0,2.27
208.20,803.5,0,1.36,5.5,15.04,0.78,25.78,0,14.94,2,18,3.61,0,2.26
208.30,789.5,0,1.38,6.5,14.7,1.56,25.78,0,14.94,2,18,3.53,0,2.3
208.40,795.25,0,1.35,6,15.39,0.78,25.78,0,14.94,2,18,3.62,0,2.24
208.51,792.25,0,1.35,6,15.27,1.56,25.78,0,14.94,2,18,3.23,0,2.26
208.61,783.5,0,1.34,6.5,14.81,1.56,25.78,0,14.94,2,18,3.7,0,2.33
208.72,794,0,1.34,6,15.73,1.56,25.78,0,14.94,2,18,3.5,0,2.21
208.82,778,0,1.35,7,15.5,2.34,25.78,0,14.94,2,18,3.6,0,2.32
208.92,779.75,0,1.35,7,15.39,2.34,25.78,0,14.94,2,18,3.48,0,2.28
209.02,791,0,1.37,7,15.39,2.34,25.78,0,14.94,2,18,3.78,0,2.18
209.12,780.25,0,1.35,6.5,14.36,2.34,25.78,0,14.94,2,18,3.49,0,2.19
209.22,776,0,1.35,7,14.81,1.56,25.78,0,14.94,2,18,3.58,0,2.22
209.32,772.25,0,1.34,7.5,14.81,2.34,25.78,0,14.94,2,18,3.39,0,2.2
209.43,776.5,0,1.35,7,14.36,1.56,25.78,0,14.94,2,18,3.37,0,2.21
209.54,766.75,0,1.34,6.5,15.04,1.56,25.78,0,14.94,2,18,3.51,0,2.24
209.64,771.75,0,1.36,7,15.5,1.56,25.78,0,14.94,2,18,3.34,0,2.2
209.74,768.75,0,1.32,6.5,14.59,2.34,25.78,0,14.94,2,18,3.56,0,2.29
209.84,780.5,0,1.35,6.5,14.7,2.34,25.78,0,14.94,2,18,3.67,0,2.24
209.94,780.25,0,1.34,6.5,14.47,1.56,25.78,0,14.94,2,18,3.41,0,2.15
210.04,776.25,0,1.34,6.5,14.59,2.34,25.78,0,14.94,2,18,3.29,0,2.24
210.15,766,0,1.31,8,14.93,3.12,25.78,0,14.94,2,18,3.18,0,2.27
210.25,764,0,1.34,8,15.39,2.34,25.78,0,14.94,2,18,3.44,0,2.26
210.35,771.5,0,1.36,7.5,14.7,3.12,25.78,0,14.94,2,18,3.59,0,2.21
210.46,773.75,0,1.34,7,14.36,2.34,25.78,0,14.94,2,18,3.49,0,2.18
210.56,779.25,0,1.34,7,15.39,2.34,25.78,0,14.94,2,18,3.49,0,2.14
210.66,760.75,0,1.32,8.5,14.59,3.12,25.78,0,14.94,2,18,3.56,0,2.26
210.76,762.25,0,1.33,8,14.81,3.12,25.78,0,14.94,2,18,3.42,0,2.24
210.87,775,0,1.34,7,15.27,3.12,25.78,0,14.94,2,18,3.27,0,2.22
210.98,762.75,0,1.34,8,14.59,3.12,25.78,0,14.94,2,18,3.55,0,2.19
211.08,762.5,0,1.36,8,14.47,3.12,25.78,0,14.94,2,18,3.36,0,2.14
211.18,772.25,0,1.35,7,15.16,2.34,25.78,0,14.94,2,18,3.6,0,2.27
211.28,747.5,0,1.34,9.5,14.81,3.12,25.78,0,14.94,2,18,3.42,0,2.22
211.38,759,0,1.34,8,14.93,3.12,25.78,0,14.94,2,18,3.4,0,2.2
211.48,764.25,0,1.36,7.5,15.27,3.12,25.78,0,14.94,2,18,3.49,0,2.15
211.58,768.25,0,1.33,7.5,14.7,3.91,25.78,0,14.94,2,18,3.26,0,2.19
211.68,766.5,0,1.33,8.5,14.47,3.12,25.78,0,14.94,2,18,3.4,0,2.23
211.78,765,0,1.34,7.5,14.93,3.12,25.78,0,14.94,2,18,3.32,0,2.1
211.88,759.5,0,1.37,8.5,14.93,3.91,25.78,0,14.94,2,18,3.55,0,2.21
211.98,762.25,0,1.36,8,15.73,3.12,25.78,0,14.94,2,18,3.59,0,2.29
212.08,768,0,1.35,7.5,15.5,3.12,25.78,0,14.94,2,18,3.56,0,2.28
212.19,748.25,0,1.35,9.5,15.5,4.69,25.78,0,14.94,2,18,3.53,0,2.35
212.29,752,0,1.34,9,14.93,3.12,25.78,0,14.94,2,18,3.57,0,2.23
212.39,756.5,0,1.3,8,14.47,3.91,25.78,0,14.94,2,18,3.45,0,2.21
212.49,748,0,1.33,9.5,14.59,4.69,25.78,0,14.94,2,18,3.38,0,2.26
212.59,752.25,0,1.34,9,14.59,3.91,25.78,0,14.94,2,18,3.42,0,2.2
212.69,751.5,0,1.33,8,13.9,3.12,25.78,0,14.94,2,18,3.48,0,2.16
212.8,738.75,0,1.33,10,14.7,3.91,25.78,0,14.94,2,18,3.51,0,2.05
212.90,750,0,1.3,9,14.36,3.12,25.78,0,14.94,2,18,3.22,0,2.14
213.00,758.5,0,1.34,8,14.24,3.12,25.78,0,14.94,2,18,3.27,0,2.11
213.10,749.25,0,1.34,9,15.04,3.91,25.78,0,14.94,2,18,3.34,0,2.16
213.20,745.5,0,1.34,9.5,14.47,3.12,25.78,0,14.94,2,18,3.41,0,2.19
213.30,749.5,0,1.33,9,14.36,3.12,25.78,0,14.94,2,18,3.37,0,2.14
213.40,756.75,0,1.36,9,14.36,3.12,26.56,0,14.94,2,18,3.26,0,2.06
213.50,752.75,0,1.34,9,14.13,2.34,26.56,0,14.94,2,18,3.22,0,2.1
213.61,762.5,0,1.34,8.5,14.47,2.34,26.56,0,14.94,2,18,3.48,0,2.11
213.72,766,0,1.33,7.5,14.93,2.34,26.56,0,14.94,2,18,3.38,0,2.06
213.82,754,0,1.34,8.5,14.36,2.34,26.56,0,14.94,2,18,3.25,0,2.15
213.92,755,0,1.33,8,14.24,2.34,26.56,0,14.94,2,18,3.37,0,2.17
214.02,763,0,1.34,7.5,14.81,2.34,26.56,0,14.94,2,18,3.29,0,2.13
214.12,766,0,1.34,8,14.36,2.34,26.56,0,14.94,2,18,3.4,0,2.1
214.22,762.75,0,1.35,8,14.47,2.34,26.56,0,14.94,2,18,3.36,0,2.27
214.33,754,0,1.34,8.5,14.47,2.34,26.56,0,14.94,2,18,3.38,0,2.1
214.43,756,0,1.34,7,14.01,2.34,26.56,0,14.94,2,18,3.47,0,2.24
214.54,770.25,0,1.32,7,14.93,3.12,26.56,0,14.94,2,18,3.23,0,2.25
214.64,772.25,0,1.35,7,14.24,2.34,26.56,0,14.94,2,18,3.47,0,2.17
214.74,766.25,0,1.31,0,14.7,3.12,26.56,0,14.94,2,18,3.37,0,2.23
214.84,770.5,0,1.3,0,15.96,3.91,26.56,0,14.94,2,18,3.08,0,2.2
214.94,763.25,0,1.27,0,14.36,3.91,26.56,0,14.94,2,18,3.01,0,2.2
215.04,763.25,0,1.29,2.5,14.93,3.12,26.56,0,14.94,2,18,2.93,0,2.2
215.14,774.5,0,1.28,3,15.27,3.91,26.56,0,14.94,2,18,2.94,0,2.23
215.24,764.75,0,1.29,4.5,14.93,3.91,26.56,0,14.94,2,18,2.95,0,2.25
215.34,772,0,1.32,5.5,15.04,4.69,26.56,0,14.94,2,18,3.23,0,2.26
215.45,795.75,0,1.31,5,15.04,3.91,26.56,0,14.94,2,18,3.1,0,2.24
215.56,806.75,0,1.29,5,14.81,3.91,26.56,0,14.94,2,18,3.08,0,2.22
215.66,815.5,0,1.31,5,14.36,3.91,26.56,0,14.94,2,18,3.1,0,2.25
215.76,824,0,1.29,5,13.9,3.12,26.56,0,14.94,2,18,2.97,0,2.05
215.86,817.75,0,1.29,5,13.67,2.34,26.56,0,14.94,2,18,3.07,0,2.01
215.96,816.5,0,1.28,5,13.32,1.56,26.56,0,14.94,2,18,2.97,0,2.01
216.07,823.25,0,1.27,5.5,13.44,1.56,26.56,0,14.94,2,18,2.94,0,2.01
216.17,831.75,0,1.27,5.5,13.55,0.78,26.56,0,14.94,2,18,2.85,0,2.04
216.27,838.25,0,1.29,5,13.44,1.56,26.56,0,14.94,2,18,2.91,0,2.11
216.37,839.75,0,1.28,5,13.67,0.78,26.56,0,14.94,2,18,3.06,0,1.97
216.48,853,0,1.29,5,14.01,0.78,26.56,0,14.94,2,18,2.96,0,2.06
216.58,854.25,0,1.3,5,13.44,0,26.56,0,14.94,2,18,3.08,0,1.93
216.69,859,0,1.29,5,13.09,-0.78,26.56,0,14.94,2,18,3.12,0,1.96
216.80,870.25,0,1.29,5,13.67,-0.78,26.56,0,14.94,2,18,2.98,0,1.97
216.90,869.25,0,1.28,5,14.01,-0.78,26.56,0,14.94,2,18,3,0,2.03
217.01,869.5,0,1.31,5,13.55,-0.78,26.56,0,14.94,2,18,3.11,0,2.01
217.11,868.5,0,1.27,5,13.9,-1.56,26.56,0,14.94,2,18,2.97,0,2.08
217.21,861.5,0,1.3,5,14.36,-0.78,26.56,0,14.94,2,18,3.05,0,2.06
217.32,860.5,0,1.29,5,14.36,-1.56,26.56,0,14.94,2,18,3.02,0,2.03
217.42,860.75,0,1.27,5,14.59,-0.78,26.56,0,14.94,2,18,2.9,0,2.1
217.52,861,0,1.28,5,14.36,-0.78,26.56,0,14.94,2,18,2.96,0,2.15
217.62,845.25,0,1.26,5.5,14.24,-1.56,26.56,0,14.94,2,18,2.93,0,2.15
217.72,823.5,0,1.23,6,14.59,-1.56,26.56,0,14.94,2,18,2.82,0,2.13
217.82,823.75,0,1.23,6,14.36,-0.78,26.56,0,14.94,2,18,2.79,0,2.2
217.93,836.5,0,1.27,5,14.36,-0.78,26.56,0,14.94,2,18,2.85,0,2.15
218.03,829.75,0,1.43,5.5,14.47,-1.56,26.56,0,14.94,2,18,3.27,0,2.11
218.14,834,0,1.46,5,14.47,-1.56,26.56,0,14.94,2,18,4.66,0,2.16
218.24,872.25,0,1.44,4.5,14.59,-1.56,26.56,0,14.94,2,18,4.42,0,2.17
218.34,877,0,1.38,4.5,14.7,-0.78,26.56,0,14.94,2,18,3.97,0,2.21
218.45,857.75,0,1.4,5,14.93,-1.56,26.56,0,14.94,2,18,3.99,0,2.16
218.55,872.75,0,1.4,5,14.36,-0.78,26.56,0,14.94,2,18,3.92,0,2.12
218.65,876.25,0,1.42,4.5,14.24,-1.56,26.56,0,14.94,2,18,4.07,0,2.24
218.75,881.25,0,1.42,4.5,14.81,-0.78,26.56,0,14.94,2,18,4.29,0,2.26
218.85,893.25,0,1.4,4.5,15.04,-0.78,26.56,0,14.94,2,18,3.96,0,2.16
218.96,906.75,0,1.39,4.5,14.36,-1.56,26.56,0,14.94,2,18,4.06,0,2.12
219.06,902.5,0,1.39,4.5,14.7,-0.78,26.56,0,14.94,2,18,3.55,0,2.18
219.16,890.25,0,1.4,5,15.39,0,26.56,0,14.94,2,18,4.01,0,2.27
219.26,899.5,0,1.39,4.5,16.08,0,26.56,0,14.94,2,18,3.83,0,2.37
219.36,880.5,0,1.4,5,16.08,0.78,26.56,0,14.94,2,18,3.87,0,2.29
219.46,879,0,1.38,5.5,14.81,0.78,26.56,0,14.94,2,18,3.86,0,2.32
219.57,873.25,0,1.39,5,15.39,0,26.56,0,14.94,2,18,3.91,0,2.28
219.67,864.5,0,1.4,5.5,14.81,0,26.56,0,14.94,2,18,3.92,0,2.17
219.78,845.25,0,1.39,5.5,15.04,0,26.56,0,14.94,2,18,3.81,0,2.15
219.88,849.75,0,1.39,5.5,14.24,0.78,26.56,0,14.94,2,18,3.81,0,2.11
219.98,835,0,1.37,5.5,13.9,0,26.56,0,14.94,2,18,3.87,0,2.18
220.09,831,0,1.37,5.5,14.01,-0.78,26.56,0,14.94,2,18,3.62,0,2.07
220.19,828.5,0,1.36,5.5,13.78,-0.78,26.56,0,14.94,2,18,3.53,0,2.04
220.29,822.5,0,1.37,5.5,13.67,-0.78,26.56,0,14.94,2,18,3.77,0,2.08
220.39,821.25,0,1.37,5.5,13.9,-1.56,26.56,0,14.94,2,18,3.74,0,2
220.49,818.5,0,1.36,5.5,13.78,-1.56,26.56,0,14.94,2,18,3.7,0,2.02
220.59,807.5,0,1.35,5.5,13.9,-2.34,26.56,0,14.94,2,18,3.61,0,2.01
220.70,805.25,0,1.34,5.5,14.36,-2.34,26.56,0,14.94,2,18,3.56,0,2.11
220.80,806,0,1.36,5.5,13.9,-2.34,26.56,0,14.94,2,18,3.65,0,2.05
